Ship Date,Forecast Qty,SO Quantity,Account Manager,Parent,Item,Item Description
2023-04-26T00:00:00,,,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-04-26T00:00:00,,,Vance Jensen,Walmart,5328,Magnetic Tool Holder
2023-04-26T00:00:00,,,Vance Jensen,Walmart,5097,SILICONE SPATULA MAT
2023-04-27T00:00:00,,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5091,5091 UNIVERSAL GRIDDLE COVER-MEDIUM
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5232,3-in1 Griddle Cleaning Tool
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5274,EGG RINGS
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5017,REAR GREASE CUP LINER
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5200,Round Medium Basting Cover
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5343,Griddle Scraper
2023-04-27T00:00:00,,,Vance Jensen,Walmart,5129,Scrubbing Replacement Pads - 5 pack
2023-04-27T00:00:00,,8,Vance Jensen,Walmart,5318,Adjustable Warming Rack
2022-03-17T00:00:00,,120,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2022-03-17T00:00:00,,16,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2022-03-17T00:00:00,,36,Vance Jensen,Walmart,5228,SCRAPER TONGS
2022-03-17T00:00:00,,,Vance Jensen,Walmart,5471,Propane Tank Adapter Hose with Regulator
2022-03-28T00:00:00,,,Vance Jensen,Walmart,4109,"4109 Blackstone Cajun Seasoning, 8.3 ounces"
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5151,Stainless Steel Butter Roller
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5236,Griddle Press: Large
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5114,Knit Griddle Gloves with Silicone Grip- 2 Pack
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5280,Heavy-Duty Scraper with Signature Series Handle
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5237,"BLKST SM GRIDDLE PRESS
"
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5073,"BLKST SQUEEZE BOTTLES
"
2022-03-28T00:00:00,,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5303,Tote and Container System
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5478,Collapsible Silicone Basting Cover
2022-03-28T00:00:00,,,Vance Jensen,Walmart,8203,E-series 3 pc Griddle Tool Kit
2022-03-28T00:00:00,,,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2022-03-18T00:00:00,,690,Vance Jensen,Walmart,1785,"28"" AirFryer Combo"
2022-03-18T00:00:00,,525,Vance Jensen,Walmart,1868,36 inch Griddle with Air Fryer
2022-03-18T00:00:00,,,Vance Jensen,Walmart,8000,"17"" Electric Tabletop Griddle"
2022-03-18T00:00:00,,476,Vance Jensen,Walmart,5284,28 inch Griddle Cover ProSeries Jr.
2022-03-18T00:00:00,,572,Vance Jensen,Walmart,5075,Rangetop Cover
2023-02-09T00:00:00,,4,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2023-02-09T00:00:00,,12,Vance Jensen,Walmart,5097,SILICONE SPATULA MAT
2023-02-09T00:00:00,,2,Vance Jensen,Walmart,5251,PANCAKE ART KIT
2023-02-09T00:00:00,,6,Vance Jensen,Walmart,5328,Magnetic Tool Holder
2023-02-09T00:00:00,,4,Vance Jensen,Walmart,5611,Pizza Peel
2023-02-09T00:00:00,,,Vance Jensen,Walmart,5003,"BLACKSTONE 28"" HARD COVER"
2023-02-09T00:00:00,,1,Vance Jensen,Walmart,5244,"17"" TABLETOP GRIDDLE BACKPACK"
2023-02-09T00:00:00,,18,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5249,Natural Gas Conversion Kit - Large items (WM)
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4123,4123 Blackstone Griddle Spray
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5154,Stainless Braided Hose Regulator (2LBS)
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5073,"BLKST SQUEEZE BOTTLES
"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5400,Infrared Thermometer and Probe Combo
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4172,Griddle Surface Restorer
2023-07-25T00:00:00,,,Vance Jensen,Walmart,8210,E-Series Accessory Mat
2023-02-10T00:00:00,,3360,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-02-10T00:00:00,,1596,Vance Jensen,Walmart,4109,"4109 Blackstone Cajun Seasoning, 8.3 ounces"
2023-02-10T00:00:00,,1596,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-02-10T00:00:00,,336,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2023-02-10T00:00:00,,864,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2023-02-10T00:00:00,,64,Vance Jensen,Walmart,5249,Natural Gas Conversion Kit - Large items (WM)
2023-02-10T00:00:00,,3360,Vance Jensen,Walmart,4122,"4122 Blackstone Tequila Lime Seasoning, 7.4 ounces"
2023-02-10T00:00:00,,1596,Vance Jensen,Walmart,4121,"4121 Blackstone Whiskey Burger Seasoning, 9.6 ounces"
2023-02-10T00:00:00,,168,Vance Jensen,Walmart,5114,Knit Griddle Gloves with Silicone Grip- 2 Pack
2023-02-10T00:00:00,,160,Vance Jensen,Walmart,5280,Heavy-Duty Scraper with Signature Series Handle
2023-02-10T00:00:00,,420,Vance Jensen,Walmart,5227,Angle Scraper - 5-inch
2023-02-10T00:00:00,,192,Vance Jensen,Walmart,5154,Stainless Braided Hose Regulator (2LBS)
2023-02-10T00:00:00,,600,Vance Jensen,Walmart,5237,"BLKST SM GRIDDLE PRESS
"
2023-02-10T00:00:00,,672,Vance Jensen,Walmart,5073,"BLKST SQUEEZE BOTTLES
"
2023-02-10T00:00:00,,1680,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-02-10T00:00:00,,360,Vance Jensen,Walmart,5471,Propane Tank Adapter Hose with Regulator
2023-02-10T00:00:00,,35,Vance Jensen,Walmart,5303,Tote and Container System
2023-02-10T00:00:00,,1020,Vance Jensen,Walmart,4138,Griddle Degreaser Cleaner
2023-02-10T00:00:00,,96,Vance Jensen,Walmart,5473,Signature Series Chef Knife
2023-02-10T00:00:00,,960,Vance Jensen,Walmart,8203,E-series 3 pc Griddle Tool Kit
2023-02-10T00:00:00,,1320,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2023-02-10T00:00:00,,270,Vance Jensen,Walmart,5465,5465 - Adventure Ready Collapsible Griddle Press
2023-02-10T00:00:00,,630,Vance Jensen,Walmart,5397,Griddle Light
2023-02-10T00:00:00,,1680,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-02-10T00:00:00,,896,Vance Jensen,Walmart,4172,Griddle Surface Restorer
2023-02-10T00:00:00,,180,Vance Jensen,Walmart,8207,E-Series Griddle Scoop
2023-02-10T00:00:00,,160,Vance Jensen,Walmart,5610,3pc Pizza Kit
2023-02-10T00:00:00,,36,Vance Jensen,Walmart,8210,E-Series Accessory Mat
2023-02-10T00:00:00,,714,Vance Jensen,Walmart,5480,Air Fryer Trivet w/foldable legs (2-pack)
2023-02-10T00:00:00,,672,Vance Jensen,Walmart,5715,Serving Tray - Orange (2pack)
2023-02-10T00:00:00,,228,Vance Jensen,Walmart,4189,4189 Sweet Maple Seasoning 7.6 oz
2022-03-18T00:00:00,,412,Vance Jensen,Walmart,5005,Pro Series 36in Griddle Cover
2023-02-10T00:00:00,,6,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-02-08T00:00:00,,,Vance Jensen,Walmart,5343,Griddle Scraper
2023-02-08T00:00:00,,,Vance Jensen,Walmart,5357,5 Piece Original Griddle Kit
2023-02-08T00:00:00,,,Vance Jensen,Walmart,5394,6 Piece Deluxe Griddle Kit
2023-02-08T00:00:00,,,Vance Jensen,Walmart,5017,REAR GREASE CUP LINER
2023-02-08T00:00:00,,,Vance Jensen,Walmart,5318,Adjustable Warming Rack
2023-02-13T00:00:00,,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5229,Griddle Spatula Set - 2 piece (Walmart Exclusive)
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4121,"4121 Blackstone Whiskey Burger Seasoning, 9.6 ounces"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4114,GRIDDLE SEASONING & CONDITIONER
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5471,Propane Tank Adapter Hose with Regulator
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4138,Griddle Degreaser Cleaner
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5478,Collapsible Silicone Basting Cover
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5331,Magnetic Griddle Accessory Tray
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5590,"14""x11"" Wood Cutting Board w/ Feet"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5715,Serving Tray - Orange (2pack)
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4109,"4109 Blackstone Cajun Seasoning, 8.3 ounces"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5151,Stainless Steel Butter Roller
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5303,Tote and Container System
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5473,Signature Series Chef Knife
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5397,Griddle Light
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5325,Collapsible Breakfast Kit
2023-07-25T00:00:00,,,Vance Jensen,Walmart,8207,E-Series Griddle Scoop
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5622,Adventure Ready Cutting Board Kit
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5635,2pc Air Fryer Baking Kit
2023-07-25T00:00:00,,,Vance Jensen,Walmart,4190,"4190 Pineapple Sriracha Seasoning, 6.9 oz"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5097,SILICONE SPATULA MAT
2023-07-25T00:00:00,,,Vance Jensen,Walmart,5318,Adjustable Warming Rack
2023-07-26T00:00:00,,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-07-26T00:00:00,,,Vance Jensen,Walmart,8003,E-Series 22in Electric Tabletop Griddle w/Cart Bundle
2023-07-26T00:00:00,,,Vance Jensen,Walmart,8000,"17"" Electric Tabletop Griddle"
2022-03-18T00:00:00,,3360,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2022-03-18T00:00:00,,1344,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2022-03-18T00:00:00,,240,Vance Jensen,Walmart,5249,Natural Gas Conversion Kit - Large items (WM)
2022-03-18T00:00:00,,5040,Vance Jensen,Walmart,4122,"4122 Blackstone Tequila Lime Seasoning, 7.4 ounces"
2022-03-18T00:00:00,,3840,Vance Jensen,Walmart,4121,"4121 Blackstone Whiskey Burger Seasoning, 9.6 ounces"
2022-03-18T00:00:00,,1120,Vance Jensen,Walmart,5280,Heavy-Duty Scraper with Signature Series Handle
2022-03-18T00:00:00,,2304,Vance Jensen,Walmart,5154,Stainless Braided Hose Regulator (2LBS)
2022-03-18T00:00:00,,1908,Vance Jensen,Walmart,4200,Griddle Ready Sear & Serve - Sesame Teriyaki
2022-03-18T00:00:00,,288,Vance Jensen,Walmart,5473,Signature Series Chef Knife
2022-03-18T00:00:00,,1080,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2022-03-18T00:00:00,,300,Vance Jensen,Walmart,5331,Magnetic Griddle Accessory Tray
2022-03-18T00:00:00,,288,Vance Jensen,Walmart,5465,5465 - Adventure Ready Collapsible Griddle Press
2022-03-21T00:00:00,,1258,Vance Jensen,Walmart,1832,"17"" TABLETOP - BLACK FRONT"
2023-10-11T00:00:00,,177,Vance Jensen,Walmart,5003,"BLACKSTONE 28"" HARD COVER"
2023-10-11T00:00:00,,41,Vance Jensen,Walmart,5004,"BLACKSTONE 36"" HARD COVER"
2023-10-12T00:00:00,,48,Vance Jensen,Walmart,5200,Round Medium Basting Cover
2023-10-12T00:00:00,,42,Vance Jensen,Walmart,5328,Magnetic Tool Holder
2023-10-12T00:00:00,,36,Vance Jensen,Walmart,5318,Adjustable Warming Rack
2023-10-12T00:00:00,,24,Vance Jensen,Walmart,5308,Suprema Pizza Ladle
2023-10-12T00:00:00,,4,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2023-10-12T00:00:00,,12,Vance Jensen,Walmart,5890,Stainless Steel Pizza Rocker
2023-10-12T00:00:00,,4,Vance Jensen,Walmart,5611,Pizza Peel
2022-03-21T00:00:00,,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2022-03-21T00:00:00,,3949,Vance Jensen,Walmart,1891,Adventure Ready 22in Griddle w/ Hood and Stand Bundle
2022-03-21T00:00:00,,,Vance Jensen,Walmart,1885,Adventure Ready 28in Griddle Cooking Station W/ no Hood and Orange Pull Handle
2023-03-06T00:00:00,,1596,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-03-06T00:00:00,,336,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2023-03-06T00:00:00,,672,Vance Jensen,Walmart,5229,Griddle Spatula Set - 2 piece (Walmart Exclusive)
2023-03-06T00:00:00,,864,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2023-03-06T00:00:00,,1632,Vance Jensen,Walmart,5236,Griddle Press: Large
2023-03-06T00:00:00,,2820,Vance Jensen,Walmart,4123,4123 Blackstone Griddle Spray
2023-03-06T00:00:00,,1596,Vance Jensen,Walmart,4121,"4121 Blackstone Whiskey Burger Seasoning, 9.6 ounces"
2023-03-06T00:00:00,,160,Vance Jensen,Walmart,5280,Heavy-Duty Scraper with Signature Series Handle
2023-03-06T00:00:00,,1260,Vance Jensen,Walmart,5227,Angle Scraper - 5-inch
2023-03-06T00:00:00,,384,Vance Jensen,Walmart,5154,Stainless Braided Hose Regulator (2LBS)
2023-03-06T00:00:00,,6048,Vance Jensen,Walmart,4114,GRIDDLE SEASONING & CONDITIONER
2023-03-06T00:00:00,,1080,Vance Jensen,Walmart,5471,Propane Tank Adapter Hose with Regulator
2023-03-06T00:00:00,,1530,Vance Jensen,Walmart,4138,Griddle Degreaser Cleaner
2023-03-06T00:00:00,,768,Vance Jensen,Walmart,5473,Signature Series Chef Knife
2023-03-06T00:00:00,,1200,Vance Jensen,Walmart,8203,E-series 3 pc Griddle Tool Kit
2023-03-06T00:00:00,,480,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2023-03-06T00:00:00,,180,Vance Jensen,Walmart,5331,Magnetic Griddle Accessory Tray
2023-03-06T00:00:00,,264,Vance Jensen,Walmart,5565,Adventure Ready 17in Griddle Carry Bag
2023-03-06T00:00:00,,120,Vance Jensen,Walmart,5465,5465 - Adventure Ready Collapsible Griddle Press
2023-03-06T00:00:00,,108,Vance Jensen,Walmart,5566,Adventure Ready 22in Griddle Carry Bag
2023-03-06T00:00:00,,320,Vance Jensen,Walmart,8207,E-Series Griddle Scoop
2023-03-06T00:00:00,,1596,Vance Jensen,Walmart,4190,"4190 Pineapple Sriracha Seasoning, 6.9 oz"
2023-03-06T00:00:00,,504,Vance Jensen,Walmart,5715,Serving Tray - Orange (2pack)
2023-02-13T00:00:00,,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5229,Griddle Spatula Set - 2 piece (Walmart Exclusive)
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5280,Heavy-Duty Scraper with Signature Series Handle
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5227,Angle Scraper - 5-inch
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5154,Stainless Braided Hose Regulator (2LBS)
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5237,"BLKST SM GRIDDLE PRESS
"
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5303,Tote and Container System
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5332,Adventure Ready 3pc Tool Kit
2023-02-13T00:00:00,,,Vance Jensen,Walmart,4172,Griddle Surface Restorer
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5622,Adventure Ready Cutting Board Kit
2023-02-13T00:00:00,,,Vance Jensen,Walmart,5480,Air Fryer Trivet w/foldable legs (2-pack)
2023-10-13T00:00:00,,4,Vance Jensen,Walmart,5200,Round Medium Basting Cover
2023-10-13T00:00:00,,6,Vance Jensen,Walmart,5328,Magnetic Tool Holder
2022-03-21T00:00:00,,,Vance Jensen,Walmart,5331,Magnetic Griddle Accessory Tray
2023-09-11T00:00:00,,1596,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-09-11T00:00:00,,18,Vance Jensen,Walmart,5151,Stainless Steel Butter Roller
2023-09-11T00:00:00,,2880,Vance Jensen,Walmart,5229,Griddle Spatula Set - 2 piece (Walmart Exclusive)
2023-09-11T00:00:00,,360,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2023-02-14T00:00:00,,24,Vance Jensen,Walmart,5151,Stainless Steel Butter Roller
2023-02-14T00:00:00,,336,Vance Jensen,Walmart,5225,Hamburger Spatula - Solid Blade
2023-02-14T00:00:00,,336,Vance Jensen,Walmart,5229,Griddle Spatula Set - 2 piece (Walmart Exclusive)
2023-02-14T00:00:00,,432,Vance Jensen,Walmart,5153,DELUXE TACO RACK
2023-02-14T00:00:00,,64,Vance Jensen,Walmart,5249,Natural Gas Conversion Kit - Large items (WM)
2023-02-14T00:00:00,,480,Vance Jensen,Walmart,5236,Griddle Press: Large
2023-02-14T00:00:00,,1410,Vance Jensen,Walmart,4123,4123 Blackstone Griddle Spray
2023-02-14T00:00:00,,1596,Vance Jensen,Walmart,4121,"4121 Blackstone Whiskey Burger Seasoning, 9.6 ounces"
2023-02-14T00:00:00,,252,Vance Jensen,Walmart,5114,Knit Griddle Gloves with Silicone Grip- 2 Pack
2022-03-21T00:00:00,,,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2022-03-21T00:00:00,,,Vance Jensen,Walmart,5228,SCRAPER TONGS
2023-02-14T00:00:00,,160,Vance Jensen,Walmart,5280,Heavy-Duty Scraper with Signature Series Handle
2023-02-14T00:00:00,,840,Vance Jensen,Walmart,5227,Angle Scraper - 5-inch
2023-02-14T00:00:00,,384,Vance Jensen,Walmart,5154,Stainless Braided Hose Regulator (2LBS)
2023-02-14T00:00:00,,1800,Vance Jensen,Walmart,5237,"BLKST SM GRIDDLE PRESS
"
2022-03-21T00:00:00,,,Vance Jensen,Walmart,5433,Adventure Ready Knife Roll
2022-03-21T00:00:00,,,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-02-14T00:00:00,,1680,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2022-03-21T00:00:00,,,Vance Jensen,Walmart,5003,"BLACKSTONE 28"" HARD COVER"
2023-02-14T00:00:00,,140,Vance Jensen,Walmart,5303,Tote and Container System
2023-02-14T00:00:00,,1020,Vance Jensen,Walmart,4138,Griddle Degreaser Cleaner
2023-02-14T00:00:00,,120,Vance Jensen,Walmart,5478,Collapsible Silicone Basting Cover
2023-02-14T00:00:00,,480,Vance Jensen,Walmart,8203,E-series 3 pc Griddle Tool Kit
2023-02-14T00:00:00,,1440,Vance Jensen,Walmart,5370,4 Piece Professional Breakfast Kit
2023-02-14T00:00:00,,612,Vance Jensen,Walmart,5397,Griddle Light
2023-02-14T00:00:00,,540,Vance Jensen,Walmart,8207,E-Series Griddle Scoop
2023-02-14T00:00:00,,252,Vance Jensen,Walmart,5590,"14""x11"" Wood Cutting Board w/ Feet"
2023-02-14T00:00:00,,1140,Vance Jensen,Walmart,4190,"4190 Pineapple Sriracha Seasoning, 6.9 oz"
2023-02-14T00:00:00,,714,Vance Jensen,Walmart,5480,Air Fryer Trivet w/foldable legs (2-pack)
2023-02-14T00:00:00,,228,Vance Jensen,Walmart,4189,4189 Sweet Maple Seasoning 7.6 oz
2023-07-27T00:00:00,,318,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-07-27T00:00:00,,52,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2023-07-27T00:00:00,,48,Vance Jensen,Walmart,5097,SILICONE SPATULA MAT
2023-07-27T00:00:00,,,Vance Jensen,Walmart,5251,PANCAKE ART KIT
2023-07-27T00:00:00,,12,Vance Jensen,Walmart,5318,Adjustable Warming Rack
2023-07-26T00:00:00,,8,Vance Jensen,Walmart,5003,"BLACKSTONE 28"" HARD COVER"
2022-03-22T00:00:00,,,Vance Jensen,Walmart,1785,"28"" AirFryer Combo"
2022-03-22T00:00:00,,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2022-03-22T00:00:00,,,Vance Jensen,Walmart,1832,"17"" TABLETOP - BLACK FRONT"
2022-03-22T00:00:00,,,Vance Jensen,Walmart,1863,"Original 36"" Upgraded Griddle Cooking Station W/Hard Cover"
2022-03-22T00:00:00,,,Vance Jensen,Walmart,1891,Adventure Ready 22in Griddle w/ Hood and Stand Bundle
2023-07-26T00:00:00,,,Vance Jensen,Walmart,5195,Signature Griddle Spatula
2023-07-26T00:00:00,,,Vance Jensen,Walmart,5890,Stainless Steel Pizza Rocker
2023-07-26T00:00:00,,,Vance Jensen,Walmart,1529,"BLACKSTONE 28"" GRIDDLE COVER"
2023-07-26T00:00:00,,,Vance Jensen,Walmart,5244,"17"" TABLETOP GRIDDLE BACKPACK"
2023-07-26T00:00:00,,,Vance Jensen,Walmart,5097,SILICONE SPATULA MAT
2023-07-26T00:00:00,,,Vance Jensen,Walmart,5251,PANCAKE ART KIT
2022-03-22T00:00:00,,,Vance Jensen,Walmart,1885,Adventure Ready 28in Griddle Cooking Station W/ no Hood and Orange Pull Handle
2023-07-24T00:00:00,,,Vance Jensen,Walmart,1868,36 inch Griddle with Air Fryer
2023-07-21T00:00:00,,,Vance Jensen,Walmart,5284,28 inch Griddle Cover ProSeries Jr.
2023-07-21T00:00:00,,,Vance Jensen,Walmart,5005,Pro Series 36in Griddle Cover
2023-07-27T00:00:00,,,Vance Jensen,Walmart,5232,3-in1 Griddle Cleaning Tool
2023-07-27T00:00:00,,,Vance Jensen,Walmart,5357,5 Piece Original Griddle Kit
2023-07-27T00:00:00,,,Vance Jensen,Walmart,5394,6 Piece Deluxe Griddle Kit
2023-07-26T00:00:00,,,Vance Jensen,Walmart,5017,REAR GREASE CUP LINER
2023-02-14T00:00:00,,,Vance Jensen,Walmart,5003,"BLACKSTONE 28"" HARD COVER"
2023-02-15T00:00:00,,,Vance Jensen,Walmart,6961,Portable Pizza oven with burner base and 15in pizza stone.
2022-03-22T00:00:00,,12,Vance Jensen,Walmart,4109,"4109 Blackstone Cajun Seasoning, 8.3 ounces"
2022-03-22T00:00:00,,12,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2022-03-22T00:00:00,,,Vance Jensen,Walmart,5151,Stainless Steel Butter Roller
2022-03-22T00:00:00,,16,Vance Jensen,Walmart,5229,Griddle Spatula Set - 2 piece (Walmart Exclusive)
2022-03-22T00:00:00,,,Vance Jensen,Walmart,5236,Griddle Press: Large
2022-03-22T00:00:00,,,Vance Jensen,Walmart,5163,Side Shelf Cutting Board-Large Units
2022-03-22T00:00:00,,,Vance Jensen,Walmart,5114,Knit Griddle Gloves with Silicone Grip- 2 Pack
2022-03-22T00:00:00,,,Vance Jensen,Walmart,5227,Angle Scraper - 5-inch
2022-03-22T00:00:00,,,Vance Jensen,Walmart,5237,"BLKST SM GRIDDLE PRESS
"
2022-03-22T00:00:00,,24,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2022-03-22T00:00:00,,12,Vance Jensen,Walmart,5471,Propane Tank Adapter Hose with Regulator
2022-03-22T00:00:00,,,Vance Jensen,Walmart,4202,Griddle Ready Sear & Serve - Loaded Italian
